d20550|断掉电源电路。|├電源回路抹消
d09287|├踏段反転装置ターンマチックセンター上部左(+/-)
d09288|├踏段反転装置ターンマチックセンター上部左
d09290|├踏段反転装置ターンマチックセンター上部右(+/-)
d09291|├踏段反転装置ターンマチックセンター上部下
d09293|├踏段反転装置ターンマチックセンター下部左(+/-)
d09294|├踏段反転装置ターンマチックセンター下部左
d09296|├踏段反転装置ターンマチックセンター下部下(+/-)
d09297|├踏段反転装置ターンマチックセンター下部下
d09247|├くし板と踏段間隙上部最大
d09249|├くし板と踏段間隙上部最小
d09251|├くし板と踏段間隙下部最大
d09253|├くし板と踏段間隙下部最小
d09255|├踏板とくし左右間隙左
d09257|├踏板とくし左右間隙右
d09263|├踏板とくしとの平行上部左
d09265|├踏板とくしとの平行上部右
d09267|├踏板とくしとの平行下部左
d09269|├踏板とくしとの平行下部右
d09239|├くし板及び踏段のかみ合い上部最大
d09241|├くし板及び踏段のかみ合い上部最小
d09243|├くし板及び踏段のかみ合い下部最大
d09245|├くし板及び踏段のかみ合い下部最小
d00089|├速度定格速度
d20632|├検査項目1(14)・検査結果(品検)
d20767|├検査項目1(14)・検査結果(法検)
d20640|├検査項目1(14)・検査結果(品検)
d20775|├検査項目1(14)・検査結果(法検)
d20935|├検査項目2(03)-3・検査結果(品検)
d20945|├検査項目2(03)-3・検査結果(法検)
d20976|├検査項目2(14)・検査結果(品検)
d20991|├検査項目2(14)・検査結果(法検)
d20977|├検査項目2(15)・検査結果(品検)
d20992|├検査項目2(15)・検査結果(法検)
d22013|├検査項目2(16)・検査結果(品検)
d22014|├検査項目2(16)・検査結果(法検)
d20980|├検査項目2(17)・検査結果(品検)
d20995|├検査項目2(17)・検査結果(法検)
d21165|│├電動機主回路A電圧
d20882|│├電動機主回路A電圧選択
d21166|│└電動機主回路A抵抗
d20883|├電動機主回路B抹消
d20884|│├電動機主回路B電圧
d20885|│├電動機主回路B電圧選択
d21167|│└電動機主回路B抵抗
d20881|│└電動機主回路抹消
d20886|├空転防止装置AST動作時間
d18297|└空転防止装置リリーフ圧による配管耐圧試験(良)
d20901|├電動機及びＶベルト張力単位(N/kg)
d20887|├電動機及びＶベルト張力１抹消
d20888|│└電動機及びＶベルト張力１
d20890|├電動機及びＶベルト張力２抹消
d20891|│└電動機及びＶベルト張力 2
d20895|├電動機及びＶベルト張力 3 抹消
d20896|│└電動機及びＶベルト張力 3
d20899|├電動機及びＶベルト張力 4 抹消
d20900|│└電動機及びＶベルト張力 4
d29883|├電動機及びＶベルト張力 5 抹消
d29884|│└電動機及びＶベルト張力 5
d20893|├電動機及びＶベルト張力平均値
d20898|└電動機及びＶベルト張力TD値
d20902|├圧力計無負荷上昇時MPa
d20903|└圧力計無負荷上昇時kg
d12865|├安全弁常用圧力銘板値MPa
d08879|├安全弁常用圧力銘板値kg
d12864|├安全弁作動圧力測定値MPa
d08881|├安全弁作動圧力測定値kg
d08882|└安全弁常用圧力の割合
d20904|├作動油温度抑制装置WU圧MPa
d20905|├作動油温度抑制装置WU圧kg
d20906|├直径主索No
d20908|├直径未摩耗部分
d20909|├直径未摩耗割合
d20912|├1構成より1ﾋﾞｯﾁ内の最大の素線切れ数
d20913|├主索本数
d20914|├要重点点検の主索No
d20915|└要是正の主索No
d16606|├定格速度上昇
d20916|├スロー速度上昇
d20917|└スロー速度下降
d20670|├検査項目3(14)・検査結果(品検)
d20805|├検査項目3(14)・検査結果(法検)
d20919|再床合せ装置グループ有無
d20920|├プランジャーリミットスイッチPOT動作点
d08887|└プランジャーリミットスイッチ突上げ余裕代
d20921|└プランジャーストッパーで停止したときのかごの頂部すき間
d08899|├プランジャーのガイドシュー及びローラー型名
d08902|├プランジャーのガイドシュー及びローラー左
d08900|└プランジャーのガイドシュー及びローラー右
d20922|├調速機ロープ未摩損部直径
d20923|├調速機ロープ摩損部直径
d21810|├かご枠かご速度検出装置ワイヤー駆動テンションバネ長さ抹消
d20924|└かご枠かご速度検出装置ワイヤー駆動テンションバネ長さ
d20927|├かご非常止め装置クワエ金とレールの間隙抹消
d20928|│├かご非常止め装置クワエ金とレールの間隙左
d20929|│├かご非常止め装置クワエ金とレールの間隙右
d20930|├かご非常止め装置防振ｺﾞﾑとｽﾄｯﾊﾟｰ間隙抹消
d20931|├かご非常止め装置防振ｺﾞﾑとｽﾄｯﾊﾟｰ間隙上左
d20932|├かご非常止め装置防振ｺﾞﾑとｽﾄｯﾊﾟｰ間隙上右
d20933|├かご非常止め装置防振ｺﾞﾑとｽﾄｯﾊﾟｰ間隙下左
d20934|├かご非常止め装置防振ｺﾞﾑとｽﾄｯﾊﾟｰ間隙下右
d08896|かご床の沈み量mm
d20918|かご床の沈み量分
d08645|├プランジャーストローク（ギャップ）
d21075|├検査項目1(11)-3・検査結果(品検)
d21080|├検査項目1(11)-3・検査結果(法検)
d21074|├検査項目1(11)-2・検査結果(品検)
d21079|├検査項目1(11)-2・検査結果(法検)
d21073|├検査項目1(11)-1・検査結果(品検)
d21078|├検査項目1(11)-1・検査結果(法検)
d21071|├スプリング締付量右抹消
d21070|├スプリング締付量右抹消
d09094|├スプリング締付量左抹消
d21067|├綱車又は巻胴主索の綱車からの出代
d21068|├綱車又は巻胴無負荷上昇急停止時のすべり量抹消
d21069|├綱車又は巻胴無負荷上昇急停止時のすべり量
d20643|├検査項目2(03)・検査結果(品検)
d20778|├検査項目2(03)・検査結果(法検)
d22079|├かごの戸抹消
d21076|├検査項目3(01)-1・検査結果(品検)
d21081|├検査項目3(01)-1・検査結果(法検)
d21077|├検査項目3(01)-2・検査結果(品検)
d21082|├検査項目3(01)-2・検査結果(法検)
d20911|├主索ロープ素線切れ断面積の割合
d08708|├釣合おもりの各部釣合おもりのガイドシュー・ローラー上部左
d08710|├釣合おもりの各部釣合おもりのガイドシュー・ローラー上部右
d08712|├釣合おもりの各部釣合おもりのガイドシュー・ローラー下部左
d08714|├釣合おもりの各部釣合おもりのガイドシュー・ローラー下部右
d20704|├検査項目5(06)・検査結果(品検)
d20839|├検査項目5(06)・検査結果(法検)
d20705|├検査項目5(07)・検査結果(品検)
d20840|├検査項目5(07)・検査結果(法検)
d20706|├検査項目5(08)・検査結果(品検)
d20841|├検査項目5(08)・検査結果(法検)
d30750|├ブレーキ制動距離(キースイッチによる制動距離)抹消
d30751|├ブレーキ制動距離(キースイッチによる制動距離)上昇
d30752|├ブレーキ制動距離(キースイッチによる制動距離)下降
d08194|├ブレーキスプリング締込量抹消
d09468|├ブレーキスプリング締込量
d09469|├ブレーキスプリング締込量単位区分
d21183|│├減速器Vベルト1良・否張力抹消
d21184|│├減速器Vベルト２良・否張力抹消
d21185|│├減速器Vベルト３良・否張力抹消
d21037|├減速器プーリー状態抹消
d09509|├駆動鎖設定
d09511|└ドライブチェーン調整代・伸び率
d21013|└防火区画を形成するシャッター又は戸との連動停止装置ＦＳＳ等の作動距離
d21015|├付加装置等X(01)-1-1・検査結果（品検）
d21016|├付加装置等X(01)-1-2・検査結果（品検）
d21017|├付加装置等X(01)-2-1・検査結果（品検）
d21018|├付加装置等X(01)-2-2・検査結果（品検）
d20730|├検査項目7(06)・検査結果(品検)
d20865|├検査項目7(06)・検査結果(法検)
d20731|├検査項目7(07)・検査結果(品検)
d20866|├検査項目7(07)・検査結果(法検)
d20732|├検査項目7(08)・検査結果(品検)
d20867|├検査項目7(08)・検査結果(法検)
d20733|├検査項目7(09)・検査結果(品検)
d20868|├検査項目7(09)・検査結果(法検)
d20734|├検査項目7(10)・検査結果(品検)
d20869|├検査項目7(10)・検査結果(法検)
d21084|├検査項目X(01)-1-1・検査結果(品検)
d21085|├検査項目X(01)-2-1・検査結果(品検)
d21019|├検査項目X(01)-3-1・検査結果(品検)
d21020|├検査項目X(01)-3-2・検査結果(品検)
d21086|├検査項目X(01)-4-1・検査結果(品検)
d21087|├検査項目X(01)-4-2・検査結果(品検)
d21088|├検査項目X(01)-5-1・検査結果(品検)
d30749|├検査項目X(01)-5-2・検査結果(品検)
d21089|├検査項目X(01)-6-1・検査結果(品検)
d21090|├検査項目X(01)-6-2・検査結果(品検)
d21091|├検査項目X(01)-7-1・検査結果(品検)
d21092|├検査項目X(01)-7-2・検査結果(品検)
d13241|ステップ走行時間
d13243|手すり走行時間(左)
d13244|手すり走行時間(右)
d16630|├ハンドレール駆動装置手摺駆動力の状態
d16631|├ハンドレール駆動装置踏段との同期
d09181|│├ハンドレール駆動装置手摺スリップ率左
d09182|│├ハンドレール駆動装置手摺スリップ率左
d09184|│├ハンドレール駆動装置手摺スリップ率右
d09185|│└ハンドレール駆動装置手摺スリップ率右
d09189|│├ハンドレール駆動装置テイクアップDP間隙右
d09191|│├ハンドレール駆動装置テイクアップ設定値左
d09193|│└ハンドレール駆動装置テイクアップ設定値右
d22075|│├加圧ローラ設定状態 左
d22076|│├加圧ローラ設定状態 右
d21030|├ハンドレール駆動装置手摺チェーン設定抹消
d09372|├ハンドレール駆動装置手摺チェーン設定左上
d09375|├ハンドレール駆動装置手摺チェーン設定左下
d09378|├ハンドレール駆動装置手摺チェーン設定右上
d09381|├ハンドレール駆動装置手摺チェーン設定右下
d21031|├ハンドレール駆動装置手摺チェーン調整代抹消
d03744|├ハンドレール駆動装置手摺チェーン設定項目フラグ
d09384|├ハンドレール駆動装置手摺チェーン調整代左上
d09387|├ハンドレール駆動装置手摺チェーン調整代左下
d09390|├ハンドレール駆動装置手摺チェーン調整代右上
d09393|├ハンドレール駆動装置手摺チェーン調整代右下
d09195|├ハンドレール手摺内寸法左
d09197|└ハンドレール手摺内寸法右
d09259|├踏段相互のすき間左
d09261|└踏段相互のすき間右
d09203|├踏板とスカート間隙上左１
d09204|├踏板とスカート間隙上右１
d09206|├踏板とスカート間隙上左２
d09207|├踏板とスカート間隙上右２
d09209|├踏板とスカート間隙上左３
d09210|├踏板とスカート間隙上右３
d09212|├踏板とスカート間隙上左４
d09213|├踏板とスカート間隙上右４
d09215|├踏板とスカート間隙上左５
d09216|├踏板とスカート間隙上右５
d09218|├踏板とスカート間隙上左６
d09219|├踏板とスカート間隙上右６
d09221|├踏板とスカート間隙下左１
d09222|├踏板とスカート間隙下右１
d09224|├踏板とスカート間隙下左２
d09225|├踏板とスカート間隙下右２
d09227|├踏板とスカート間隙下左３
d09228|├踏板とスカート間隙下右３
d09230|├踏板とスカート間隙下左４
d09231|├踏板とスカート間隙下右４
d09233|├踏板とスカート間隙下左５
d09234|├踏板とスカート間隙下右５
d09236|├踏板とスカート間隙下左６
d09237|└踏板とスカート間隙下右６
d09187|│├ハンドレール駆動装置テイクアップDP間隙左
d09271|├インレットスイッチ上部左
d12867|├インレットスイッチ上部左単位(N/kg)
d09273|├インレットスイッチ上部右
d21170|├インレットスイッチ上部右単位(N/kg)
d09275|├インレットスイッチ下部左
d21171|├インレットスイッチ下部左単位(N/kg)
d21193|├インレットスイッチ下部左単位(N/kg)
d09277|├インレットスイッチ下部右
d21172|├インレットスイッチ下部右単位(N/kg)
d21194|├インレットスイッチ下部右単位(N/kg)
d09279|├スカートガードスイッチ上部左
d12868|├スカートガードスイッチ上部左単位(N/kg)
d09281|├スカートガードスイッチ上部右
d21173|├スカートガードスイッチ上部右単位(N/kg)
d21195|├スカートガードスイッチ上部右単位(N/kg)
d21044|├スカートガードスイッチSSS部位１抹消
d21043|├スカートガードスイッチSSS部位１名称
d21045|├スカートガードスイッチSSS部位１左
d21046|├スカートガードスイッチSSS部位１左単位
d21047|├スカートガードスイッチSSS部位１右
d21048|├スカートガードスイッチSSS部位１右単位
d22073|├スカートガードスイッチSSS部位１良否
d21050|├スカートガードスイッチSSS部位２抹消
d21049|├スカートガードスイッチSSS部位２名称
d21051|├スカートガードスイッチSSS部位２左
d21052|├スカートガードスイッチSSS部位２左単位
d21053|├スカートガードスイッチSSS部位２右
d21054|├スカートガードスイッチSSS部位２右単位
d22074|├スカートガードスイッチSSS部位２良否
d09283|├スカートガードスイッチ下部左
d21174|├スカートガードスイッチ下部左単位(N/kg)
d21196|├スカートガードスイッチ下部左単位(N/kg)
d09285|├スカートガードスイッチ下部右
d21175|├スカートガードスイッチ下部右単位(N/kg)
d21197|├スカートガードスイッチ下部右単位(N/kg)
d09299|├踏段鎖安全スイッチ上部左＋
d09301|├踏段鎖安全スイッチ上部右+
d09303|├踏段鎖安全スイッチ上部左-
d09305|├踏段鎖安全スイッチ上部右-
d09307|├踏段鎖安全スイッチ下部左＋
d09309|├踏段鎖安全スイッチ下部右+
d09311|├踏段鎖安全スイッチ下部左-
d09313|├踏段鎖安全スイッチ下部右-
d09316|├踏段浮上がり検出装置上部左抹消
d09317|├踏段浮上がり検出装置上部左入
d12866|├踏段浮上がり検出装置上部左入単位(mm/N/kg)
d09319|├踏段浮上がり検出装置上部左出
d21177|├踏段浮上がり検出装置上部左出単位(mm/N/kg)
d09321|├踏段浮上がり検出装置上部右抹消
d09322|├踏段浮上がり検出装置上部右入
d21176|├踏段浮上がり検出装置上部右入単位(mm/N/kg)
d09324|├踏段浮上がり検出装置上部右出
d21178|├踏段浮上がり検出装置上部右出単位(mm/N/kg)
d09326|├踏段浮上がり検出装置下部左抹消
d09327|├踏段浮上がり検出装置下部左入
d21179|├踏段浮上がり検出装置下部左入単位(mm/N/kg)
d09329|├踏段浮上がり検出装置下部左出
d21181|├踏段浮上がり検出装置下部左出単位(mm/N/kg)
d09331|├踏段浮上がり検出装置下部左抹消
d09332|├踏段浮上がり検出装置下部右入
d21180|├踏段浮上がり検出装置下部右入単位(mm/N/kg)
d09334|├踏段浮上がり検出装置下部右出
d21182|├踏段浮上がり検出装置下部右出単位(mm/N/kg)
d09358|├駆動鎖切断時停止装置上昇下降運転後スイッチ動作点上昇左
d09360|├駆動鎖切断時停止装置上昇下降運転後スイッチ動作点上昇右
d21034|├駆動鎖切断時停止装置上昇下降運転後スイッチ動作点下降左
d21035|├駆動鎖切断時停止装置上昇下降運転後スイッチ動作点下降右
d21192|├インレットスイッチ上部右単位(N/kg)
d21055|│├スプリング長さ抹消
d09501|│├スプリング長さ左
d09503|│└スプリング長さ右
d21056|│├ｽﾌﾟﾛｹｯﾄ軸と下部円形ﾚｰﾙ抹消
d09505|│├ｽﾌﾟﾛｹｯﾄ軸と下部円形ﾚｰﾙ左
d09507|│├ｽﾌﾟﾛｹｯﾄ軸と下部円形ﾚｰﾙ右
d21057|├下部ｽﾌﾟﾛｹｯﾄ台車ｼｭｰ抹消
d18293|├下部ｽﾌﾟﾛｹｯﾄ台車ｼｭｰ左
d18295|├下部ｽﾌﾟﾛｹｯﾄ台車ｼｭｰ右
d21060|├スイッチ動作点
d21061|└ﾗﾁｪｯﾄﾎｲｰﾙとﾎﾟｰﾙの間隙
d09788|├ハンドレール駆動装置手摺スリップ率抹消
d21038|├テイクアップ抹消
d21042|├手摺張力の調整代抹消
d21399|├手摺張力の調整代 左
d21400|├手摺張力の調整代 右
d08229|├摩擦ゴム厚さ抹消
d09481|├摩擦ゴム厚さ 左
d09483|├摩擦ゴム厚さ 右
d08230|├摩擦ゴムビスの深さ抹消
d09485|├摩擦ゴムビスの深さ 左
d09487|├摩擦ゴムビスの深さ 右
d08274|├加圧ローラスプリング圧上抹消
d09489|├加圧ローラスプリング圧グループ左上
d11727|├加圧ローラスプリング圧グループ左上単位(N/mm/kg)
d09491|├加圧ローラスプリング圧グループ右上
d21401|├加圧ローラスプリング圧グループ右上単位(N/mm/kg)
d08594|├加圧ローラスプリング圧下抹消
d09497|├加圧ローラスプリング圧グループ左下
d21404|├加圧ローラスプリング圧グループ左下単位(N/mm/kg)
d09499|├加圧ローラスプリング圧グループ右下
d21405|├加圧ローラスプリング圧グループ右下単位(N/mm/kg)
d30748|├手摺チェーン調整代
d09771|├手摺第１チェーン左抹消
d09517|├手摺第１チェーン設定左
d09519|├手摺第１チェーン調整代左
d21262|├手摺第１チェーン右抹消
d21263|├手摺第１チェーン設定右
d21264|├手摺第１チェーン調整代右
d09772|├手摺第２チェーン左抹消
d09521|├手摺第２チェーン設定左
d09523|├手摺第２チェーン調整代左
d09773|├手摺第２チェーン右抹消
d09525|├手摺第２チェーン設定右
d09527|├手摺第２チェーン調整代右
d09774|├手摺第３チェーン上全体抹消
d09529|├手摺第３チェーン上設定
d09531|├手摺第３チェーン上調整代
d30745|├手摺第３チェーン下抹消
d30746|├手摺第３チェーン下設定
d30747|├手摺第３チェーン下調整代
d09775|├手摺第４チェーン上左抹消
d09533|├手摺第４チェーン上設定左
d09535|├手摺第４チェーン上調整代左
d09776|├手摺第４チェーン上右抹消
d09537|├手摺第４チェーン上設定右
d09539|├手摺第４チェーン上調整代右
d21186|├手摺第４チェーン下左抹消
d21187|├手摺第４チェーン下設定左
d21188|├手摺第４チェーン下調整代左
d21189|├手摺第４チェーン下右抹消
d21190|├手摺第４チェーン下設定右
d21191|├手摺第４チェーン下調整代右
d08225|├チェーンガイド抹消
d09473|├チェーンガイド左
d09475|├チェーンガイド右
d21198|踏段浮上がり検出装置上部右入単位(N/mm)
d21200|踏段浮上がり検出装置上部右出単位(N/mm)
d21201|踏段浮上がり検出装置下部左入単位(N/mm)
d21203|踏段浮上がり検出装置下部左出単位(N/mm)
d21202|踏段浮上がり検出装置下部右入単位(N/mm)
d21204|踏段浮上がり検出装置下部右出単位(N/mm)
d22090|踏段浮上がり検出装置上部左入抹消
d22091|踏段浮上がり検出装置上部左出抹消
d22092|踏段浮上がり検出装置上部右入抹消
d22093|踏段浮上がり検出装置上部右出抹消
d22094|踏段浮上がり検出装置下部左入抹消
d22095|踏段浮上がり検出装置下部左出抹消
d22096|踏段浮上がり検出装置下部右入抹消
d22097|踏段浮上がり検出装置下部右出抹消
d21199|踏段浮上がり検出装置CRS上部左出単位（エスカレーター【上部駆動】入力用）
d09336|ドライブNo（エスカレーター【中間部駆動（モジュラー）】入力用）
d31481|電動機主回路用接触器の主接点 目視による確認
d31482|電動機主回路用接触器の主接点フェールセーフ設計
d31483|電動機主回路用接触器の主接点交換基準検査方法
d31484|電動機主回路用接触器の主接点交換基準
d31485|電動機主回路用接触器の主接点最終交換日
d31486|ブレーキ用接触器の接点目視による確認
d31487|ブレーキ用接触器の接点フェールセーフ設計
d31488|ブレーキ用接触器の接点交換基準検査方法
d31489|ブレーキ用接触器の接点の主接点交換基準
d31490|ブレーキ用接触器の接点最終交換日
d31491|綱車と主索の滑り等より判定
d31492|複数の溝間の摩耗差の状況
d31493|綱車又は巻胴エレ協送信
d31494|ブレーキしゅう動面への油の付着状況
d31495|ブレーキ保持力の検査方法確認
d31496|検査項目1(14)-3・検査結果（品検）
d31497|検査項目1(14)-3・検査結果（法検）
d31498|プランジャーストロークの検査方法確認
d31499|プランジャーストローク要重点基準
d31500|プランジャーストローク要重点基準単位区分
d31501|プランジャーストローク要是正基準
d31502|プランジャーストローク要是正基準単位区分
d31503|プランジャーストローク左下抹消
d31504|プランジャーストローク左下
d31505|プランジャーストローク右下抹消
d31506|プランジャーストローク右下
d31509|谷部が赤錆色に見える部分の径の素線切れ該当する錆及び錆びた摩耗粉判定基準
d31510|谷部が赤錆色に見える部分の径の素線切れ該当する錆及び錆びた摩耗粉主索最大数
d31511|かご側未摩耗直径割合
d31512|かご側素線切れ判定基準
d31513|かご側断面積の割合
d31514|かご側谷部が赤錆色に見える部分の径直径
d31515|かご側谷部が赤錆色に見える部分の径未摩耗直径
d31516|かご側谷部が赤錆色に見える部分の径未摩耗直径割合
d31517|かご側該当する錆及び錆びた摩耗粉判定基準
d31518|おもり側未摩耗直径割合
d31519|おもり側素線切れ判定基準
d31520|おもり側断面積の割合
d31521|おもり側谷部が赤錆色に見える部分の径直径
d31522|おもり側谷部が赤錆色に見える部分の径未摩耗直径
d31523|おもり側谷部が赤錆色に見える部分の径未摩耗直径割合
d31524|おもり側該当する錆及び錆びた摩耗粉判定基準
d31525|釣合おもり非常止め装置作動状況
d31526|緩衝器及び緩衝材形式
d31527|緩衝器及び緩衝材劣化の状況
d31528|緩衝器及び緩衝材作動の状況
d31529|緩衝器及び緩衝材油量の状況
d31530|かご非常止め装置作動状況
d31539|検査項目3(1)-3・検査結果（品検）
d31540|検査項目3(1)-3・検査結果（法検）
d31560|踏段相互のすき間踏段鎖の給油の状況
d31561|踏段相互のすき間ベルトの劣化の状況
d31542|├駆動鎖の張りの状況
d31543|├駆動鎖の張り要是正基準
d31544|├駆動鎖の張り要是正基準単位区分
d31545|スプロケットと駆動鎖のかみ合い状況
d31546|├駆動鎖の伸びの状況
d31547|├スプロケットと駆動鎖のかみ合い要重点基準
d31548|├スプロケットと駆動鎖のかみ合い要重点基準単位区分
d31549|├スプロケットと駆動鎖のかみ合い要是正基準
d31550|├スプロケットと駆動鎖のかみ合い要是正基準単位区分
d31551|├駆動スプロケットと従動スプロケットの芯ずれ状況
d31552|├駆動スプロケットと従動スプロケットの芯ずれ要重点基準
d31553|├駆動スプロケットと従動スプロケットの芯ずれ要重点基準単位区分
d31554|├駆動スプロケットと従動スプロケットの芯ずれ要是正基準
d31555|├駆動スプロケットと従動スプロケットの芯ずれ要是正基準単位区分
d31556|├駆動スプロケットと従動スプロケットの芯ずれ測定値（左）
d31557|駆動スプロケットと従動スプロケットの芯ずれ測定値区分
d31558|├駆動スプロケットと従動スプロケットの芯ずれ目視確認
d31559|├駆動スプロケットと従動スプロケットの芯ずれ給油の状況
d31680|電動機主回路用接触器接点の接触抵抗
d31681|電動機主回路用接触器可動部の状態
d31686|ブレーキ用接触器接点の接触抵抗
d31687|ブレーキ用接触器可動部の状態
d31531|電動機主回路用接触器の主接点目視による確認(電動機B)
d31532|電動機主回路用接触器の主接点フェールセーフ設計(電動機B)
d31533|電動機主回路用接触器の主接点交換基準検査方法(電動機B)
d31534|電動機主回路用接触器の主接点交換基準(電動機B)
d31682|ブレーキ用接触器接点の開閉回数(電動機B)
d31683|ブレーキ用接触器接点の接触抵抗(電動機B)
d31684|ブレーキ用接触器可動部の状態(電動機B)
d31535|電動機主回路用接触器の主接点最終交換日(電動機B)
d31536|電動機主回路用接触器の主接点抹消(電動機B)
d31507|├スプロケットと駆動鎖のかみ合い状況（左）
d31508|├スプロケットと駆動鎖のかみ合い状況（右）
d31537|├駆動スプロケットと従動スプロケットの芯ずれ給油の状況（左）
d31538|├駆動スプロケットと従動スプロケットの芯ずれ給油の状況（右）
d31673|├駆動鎖切断時停止装置(DCS)作動の状況（左）
d31674|├駆動鎖切断時停止装置(DCS)作動の状況（右）
d31675|├駆動鎖切断時停止装置(DCS)可動部の状況（左）
d31676|├駆動鎖切断時停止装置(DCS)可動部の状況（右）
d31677|├駆動鎖切断時停止装置(DCS)設定の状況（左）
d31678|└駆動鎖切断時停止装置(DCS)設定の状況（右）
d31562|駆動鎖切断時停止装置(DCS)作動の状況
d31563|駆動鎖切断時停止装置(DCS)可動部の状況
d31564|駆動鎖切断時停止装置(DCS)設定の状況
d31541|ブレーキ制動力の検査方法確認
d31679|電動機主回路用接触器接点の開閉回数
d31685|ブレーキ用接触器接点の開閉回数
d33172|ストローク管理値
d33173|調速機ロープ釣合いおもり側引用状態
d33226|主索の張り測定値1
d33227|主索の張り測定値2
d33228|主索の張り測定値3
d33229|主索の張り測定値4
d33230|主索の張り測定値5
d33231|主索の張り測定値6
d33232|主索の張り測定値7
d33233|主索の張り測定値8
d33234|主索の張り測定値9
d33235|主索の張り測定値10
d33236|主索の張り計算値
d33238|緩衝器及び緩衝材エレ協抹消連携
d33240|綱車又は巻胴　ハ．綱車と主索の滑りより判定エレ協抹消連携
d33239|駆動鎖切断時停止装置（ＤＣＳ）エレ協抹消連携
d33241|くし板と踏段間隙（上部）踏段持上げ時のくし板接触状況
d33242|くし板と踏段間隙（下部）踏段持上げ時のくし板接触状況
d33246|手摺の張り 設定(左) 良否
d33247|手摺の張り 設定(右) 良否
d34226|駆動鎖切断時停止装置(DCS)設定の状況抹消
d34227|手摺の張り 設定(右) 良否
d34228|主索（ロープ）の張り測定箇所
d34349|絶縁様式選択該当する項目丸囲み
d34350|絶縁様式選択該当しない項目抹消線
d34351|電動機主回路用接触器名称
d34352|電動機主回路用接触器型名
d34353|電動機主回路用接触器別添出力選択開閉改修基準選択
d34354|電動機主回路用接触器別添出力選択開閉改修基準
d34355|電動機主回路用接触器別添出力選択使用年数選択
d34356|電動機主回路用接触器別添出力選択使用年数
d34357|電動機主回路用接触器接点の開閉回数良否
d34358|電動機主回路用接触器接点の状態（摩耗量）有無
d34359|電動機主回路用接触器接点の状態（摩耗量）良否
d34360|電動機主回路用接触器可動部の状態有無
d34361|電動機主回路用接触器の主接点使用年数
d34362|電動機主回路用接触器エレ協送信
d34363|電動機主回路用接触器特殊連携選択
d34364|ブレーキ用接触器名称
d34365|ブレーキ用接触器型名
d34366|ブレーキ用接触器別添出力選択開閉改修基準選択
d34367|ブレーキ用接触器別添出力選択開閉改修基準
d34368|ブレーキ用接触器別添出力選択使用年数選択
d34369|ブレーキ用接触器別添出力選択使用年数
d34370|ブレーキ用接触器接点の開閉回数良否
d34371|ブレーキ用接触器接点の状態（摩耗量）有無
d34372|ブレーキ用接触器接点の状態（摩耗量）良否
d34373|ブレーキ用接触器可動部の状態有無
d34374|ブレーキ用接触器の主接点使用年数
d34375|ブレーキ用接触器エレ協送信
d34376|ブレーキ用接触器特殊連携選択
d34377|電動機主回路用接触器2の主接点目視による確認
d34378|電動機主回路用接触器2の主接点フェールセーフ設計
d34379|電動機主回路用接触器2の主接点交換基準検査方法
d34380|電動機主回路用接触器2の主接点交換基準
d34381|電動機主回路用接触器2接点の開閉回数
d34382|電動機主回路用接触器2接点の接点摩耗量
d34383|電動機主回路用接触器2可動部の状態
d34384|電動機主回路用接触器2の主接点最終交換日
d34385|電動機主回路用接触器2名称
d34386|電動機主回路用接触器2型名
d34387|電動機主回路用接触器2別添出力選択開閉改修基準選択
d34388|電動機主回路用接触器2別添出力選択開閉改修基準
d34389|電動機主回路用接触器2別添出力選択使用年数選択
d34390|電動機主回路用接触器2別添出力選択使用年数
d34391|電動機主回路用接触器2接点の開閉回数良否
d34392|電動機主回路用接触器2接点の状態（摩耗量）有無
d34393|電動機主回路用接触器2接点の状態（摩耗量）良否
d34394|電動機主回路用接触器2可動部の状態有無
d34395|電動機主回路用接触器2の主接点使用年数
d34397|ブレーキ用接触器2の接点目視による確認
d34398|ブレーキ用接触器2の接点フェールセーフ設計
d34399|ブレーキ用接触器2の接点交換基準検査方法
d34400|ブレーキ用接触器2の接点の主接点交換基準
d34401|ブレーキ用接触器2接点の開閉回数
d34402|ブレーキ用接触器2接点の接点摩耗量
d34403|ブレーキ用接触器2可動部の状態
d34404|ブレーキ用接触器2の接点最終交換日
d34405|ブレーキ用接触器2名称
d34406|ブレーキ用接触器2型名
d34407|ブレーキ用接触器2別添出力選択開閉改修基準選択
d34408|ブレーキ用接触器2別添出力選択開閉改修基準
d34409|ブレーキ用接触器2別添出力選択使用年数選択
d34410|ブレーキ用接触器2別添出力選択使用年数
d34411|ブレーキ用接触器2接点の開閉回数良否
d34412|ブレーキ用接触器2接点の状態（摩耗量）有無
d34413|ブレーキ用接触器2接点の状態（摩耗量）良否
d34414|ブレーキ用接触器2可動部の状態有無
d34415|ブレーキ用接触器2の主接点使用年数
d34417|電動機主回路用接触器3の主接点目視による確認
d34418|電動機主回路用接触器3の主接点フェールセーフ設計
d34419|電動機主回路用接触器3の主接点交換基準検査方法
d34420|電動機主回路用接触器3の主接点交換基準
d34421|電動機主回路用接触器3接点の開閉回数
d34422|電動機主回路用接触器3接点の接点摩耗量
d34423|電動機主回路用接触器3可動部の状態
d34424|電動機主回路用接触器3の主接点最終交換日
d34425|電動機主回路用接触器3名称
d34426|電動機主回路用接触器3型名
d34427|電動機主回路用接触器3別添出力選択開閉改修基準選択
